esg_id,branch_id,reporting_month,energy_bill,energy_kwh,fuel_litres,paper_reams,waste_kg,water_litres,training_hours,complaints_count
301,32,2023-10-28,164186.03,48817.95,1119.5,1296.61,4945.13,87817.61,463.65,18
302,37,2023-10-29,113180.77,23393.36,8240.29,1675.22,4669.25,85455.04,113.34,47
303,30,2023-10-30,114247.15,8934.05,5056.3,1223.13,1580.22,5421.89,189.18,32
304,28,2023-10-31,140583.99,39916.69,2347.3,377.69,1776.62,80666.9,320.5,10
305,8,2023-11-01,98274.68,24631.02,3067.18,891.82,4338.97,80399.54,434.25,22
306,38,2023-11-02,185838.03,10107.04,6603.25,656.6,878.84,8388.51,83.32,11
307,6,2023-11-03,133773.08,3522.54,6402.8,1235.57,1005.27,22410.07,258.29,48
308,50,2023-11-04,195115.64,13029.24,1634.64,1238.42,2232.87,94733.24,224.78,21
309,4,2023-11-05,181446.61,24466.06,6974.66,1628.87,1768.31,17135.2,60.4,0
310,49,2023-11-06,120290.54,24759.57,1917.01,1607.74,1205.49,85243.37,442.57,32
311,28,2023-11-07,194727.52,26290.63,3861.08,273.15,447.08,23517.85,267.45,28
312,50,2023-11-08,150344.83,36786.04,176.35,1662.07,1013.87,63800.3,222.76,5
313,29,2023-11-09,17304.61,40615.37,848.35,217.56,4046.65,2424.07,427.01,18
314,37,2023-11-10,43871.7,1339.56,7693.8,501.19,4126.94,38068.85,107.51,25
315,47,2023-11-11,125945.0,15218.1,5695.24,257.29,2082.26,53257.37,373.39,38
316,13,2023-11-12,132192.87,37184.58,3232.33,1983.25,516.13,14679.48,114.49,22
317,28,2023-11-13,128727.78,26538.02,9288.95,134.05,3465.47,32567.99,288.44,40
318,34,2023-11-14,184376.36,47894.46,4003.72,1753.44,3633.65,24118.23,202.46,8
319,38,2023-11-15,192080.68,25925.24,3641.49,1909.11,1619.35,43756.08,415.18,11
320,26,2023-11-16,136023.89,19820.0,666.72,960.67,4490.59,55427.48,87.24,14
321,4,2023-11-17,5888.6,29258.6,8097.3,1243.01,1815.47,73443.35,111.86,43
322,36,2023-11-18,31395.33,42565.76,5756.15,752.31,3828.07,47143.09,47.91,26
323,19,2023-11-19,42992.85,16599.1,5305.94,453.11,4555.84,45614.13,123.02,33
324,17,2023-11-20,190502.52,13598.47,8191.03,1272.19,2311.73,81005.25,340.46,48
325,39,2023-11-21,184171.25,31332.86,3776.22,312.64,1558.22,45716.43,398.07,19
326,34,2023-11-22,76734.75,22608.23,4452.76,758.74,2922.33,10494.94,251.56,9
327,24,2023-11-23,172677.22,34979.35,510.3,1573.54,3432.31,19582.69,42.12,1
328,41,2023-11-24,92887.75,12451.11,2364.44,385.46,3275.83,83874.67,28.12,26
329,30,2023-11-25,163340.87,42886.32,7448.92,1153.76,4181.45,59577.18,403.24,34
330,28,2023-11-26,139305.84,15198.9,2274.29,171.73,2159.19,40695.97,266.86,9
331,36,2023-11-27,8882.73,13351.81,5907.22,1850.94,3839.49,98939.06,145.97,40
332,38,2023-11-28,112361.76,29929.73,6302.93,775.72,2851.71,62403.88,470.88,37
333,29,2023-11-29,108146.91,23227.09,4612.07,614.16,2356.84,5840.01,338.26,3
334,13,2023-11-30,62710.45,38666.43,7140.92,87.24,1658.03,80091.83,332.44,3
335,49,2023-12-01,24320.12,8068.69,9522.62,1589.15,1547.85,79276.38,465.63,9
336,39,2023-12-02,61413.83,4956.16,2758.61,1338.86,2269.74,87750.18,283.8,0
337,38,2023-12-03,57177.53,27820.53,608.96,116.55,3782.07,86970.04,314.81,15
338,1,2023-12-04,178491.58,39843.13,1760.91,1072.19,2111.97,28829.54,222.12,32
339,27,2023-12-05,9654.09,24809.78,2746.06,587.71,2791.18,31293.64,460.07,14
340,32,2023-12-06,199000.2,47340.38,3810.25,574.7,464.47,76696.99,71.45,43
341,50,2023-12-07,76813.72,47178.62,6335.84,1776.0,1000.11,65009.99,121.81,16
342,21,2023-12-08,18069.4,3859.65,3467.2,1630.85,4082.51,91807.8,437.11,17
343,2,2023-12-09,44532.08,45369.42,5841.74,1801.9,641.41,78090.12,98.33,31
344,16,2023-12-10,92318.01,29837.29,2909.5,623.96,2319.43,20492.25,141.64,28
345,38,2023-12-11,143556.06,49283.0,2093.58,629.78,4879.85,77905.42,148.44,12
346,1,2023-12-12,41232.78,45575.84,5185.39,52.67,4338.72,92962.52,234.9,2
347,49,2023-12-13,58442.79,28573.15,5809.6,1881.86,2294.09,83068.9,205.46,20
348,9,2023-12-14,19930.22,25797.1,6497.14,1317.34,2026.01,83859.88,94.78,0
349,38,2023-12-15,190468.71,23533.41,9858.83,1988.55,3470.25,19384.11,140.86,33
350,26,2023-12-16,131349.06,28236.92,9757.88,436.7,1434.9,12201.22,334.55,3
351,4,2023-12-17,57293.45,10743.85,6898.11,1355.79,516.32,3571.24,325.22,4
352,21,2023-12-18,167593.87,21388.12,8702.42,711.3,1584.49,21159.19,449.04,47
353,33,2023-12-19,195532.23,7080.75,4959.33,1350.62,1755.02,5119.63,185.55,1
354,37,2023-12-20,51353.1,13377.41,6865.08,1365.0,4884.27,58739.51,163.61,27
355,48,2023-12-21,58261.61,9125.88,5877.31,809.8,1948.52,21202.44,174.8,40
356,32,2023-12-22,111049.5,43403.29,3235.93,1067.42,4215.07,78380.85,108.29,4
357,49,2023-12-23,48455.66,28551.84,1259.79,529.73,3056.98,74631.46,391.6,1
358,42,2023-12-24,100442.99,8664.75,557.46,1753.93,1345.44,6327.43,325.4,42
359,31,2023-12-25,198430.26,22155.15,2829.49,1252.42,4238.96,53228.25,58.58,41
360,38,2023-12-26,20487.49,11235.4,2143.49,472.62,901.33,90755.41,4.04,6
361,26,2023-12-27,16508.89,5314.25,8999.47,952.72,3860.61,3950.67,223.39,20
362,32,2023-12-28,80046.68,9137.36,3751.91,1122.82,3402.2,7484.95,271.11,18
363,14,2023-12-29,30067.6,26766.05,1783.55,1963.48,3237.85,51047.77,340.25,47
364,6,2023-12-30,144444.15,2860.96,3259.49,1343.17,4620.79,7251.62,78.32,12
365,50,2023-12-31,197087.99,2949.46,2211.57,419.13,4268.61,39752.26,179.07,44
366,19,2024-01-01,128169.97,3935.08,990.96,1094.89,3981.92,4771.65,395.39,43
367,49,2024-01-02,136631.03,18603.69,2559.25,1756.89,3831.34,79169.0,260.67,37
368,11,2024-01-03,86358.55,47130.31,4334.21,1933.01,3569.43,47026.95,427.55,35
369,44,2024-01-04,16683.41,20833.37,9251.59,794.7,3049.08,50975.94,257.84,36
370,35,2024-01-05,11663.76,31426.47,6820.36,335.04,4267.85,61555.23,48.6,43
371,18,2024-01-06,64327.48,36475.71,4165.16,1072.06,303.34,21322.38,132.16,26
372,11,2024-01-07,16644.47,45489.36,757.72,203.67,1164.25,75419.41,285.91,25
373,23,2024-01-08,151756.65,45568.42,7965.76,773.4,3348.69,67116.72,198.67,47
374,45,2024-01-09,23660.99,5457.3,2424.89,1332.77,878.48,45596.43,259.79,14
375,25,2024-01-10,76770.51,43377.41,9692.27,1969.9,3050.76,56763.37,395.04,2
376,8,2024-01-11,66957.38,26329.96,8907.38,1203.24,1055.39,83103.81,410.22,39
377,15,2024-01-12,169522.84,32694.6,763.83,1180.21,1188.38,48335.67,394.95,2
378,20,2024-01-13,160819.53,45305.22,1469.05,1458.42,1626.0,99220.36,155.84,24
379,4,2024-01-14,106710.87,9445.12,763.26,368.88,4368.66,74629.32,266.79,23
380,4,2024-01-15,9619.69,32543.52,8746.83,1285.44,3269.23,21426.7,327.15,31
381,7,2024-01-16,176455.95,1898.75,8582.24,979.19,217.87,22037.12,193.48,16
382,47,2024-01-17,80874.02,11253.32,1238.73,203.25,4928.92,96702.31,369.67,41
383,48,2024-01-18,6453.6,49220.0,6744.05,233.24,3407.84,81127.98,59.74,22
384,7,2024-01-19,138581.1,3763.73,3119.14,748.42,1022.22,6454.18,15.1,45
385,23,2024-01-20,52819.08,22782.88,1653.53,632.54,2363.15,64792.2,65.73,16
386,29,2024-01-21,197763.15,33747.28,4026.24,638.19,2700.78,20665.63,376.21,12
387,6,2024-01-22,160588.31,37745.58,7372.33,1088.07,4685.98,17154.38,173.06,20
388,38,2024-01-23,176731.3,6362.63,4337.7,1851.15,2533.25,3938.39,488.46,22
389,13,2024-01-24,104812.53,34719.62,6407.2,699.28,1552.76,98885.3,97.0,10
390,2,2024-01-25,60685.97,27030.83,3679.83,1087.71,86.03,82272.11,328.25,22
391,18,2024-01-26,115445.04,28846.67,9515.77,1445.1,2915.83,33600.28,168.68,16
392,22,2024-01-27,117330.76,6166.71,2481.2,1421.21,4149.09,24226.43,425.39,38
393,50,2024-01-28,177376.4,32734.5,3759.79,1316.09,4566.25,45178.98,54.04,17
394,1,2024-01-29,162237.66,4856.93,6091.19,1910.96,4418.79,52691.05,440.64,17
395,47,2024-01-30,159986.48,15837.21,1406.14,1433.79,4546.74,7192.71,61.69,44
396,20,2024-01-31,158984.79,5574.34,6149.78,1057.7,1033.79,54308.76,160.87,19
397,22,2024-02-01,22189.97,44011.93,3867.19,1781.59,2185.12,1792.84,277.45,27
398,20,2024-02-02,71702.19,42109.59,1197.48,34.94,173.89,18193.33,323.09,22
399,44,2024-02-03,151053.64,18659.82,5640.01,588.21,1358.42,28701.01,211.18,10
400,47,2024-02-04,167529.68,34879.65,1071.08,1653.57,4450.66,9012.78,189.5,20
401,46,2024-02-05,168020.75,17266.75,6360.13,745.29,1246.18,9467.0,412.29,6
402,1,2024-02-06,135475.45,42779.34,8795.42,1557.56,4193.0,23114.13,58.82,39
403,39,2024-02-07,140778.8,34901.74,7496.12,22.02,1546.25,12419.98,315.69,16
404,6,2024-02-08,163523.9,23786.26,1740.11,1656.12,525.67,92134.14,316.37,33
405,29,2024-02-09,83761.91,30335.84,9421.65,455.25,4408.21,55285.69,223.21,48
406,6,2024-02-10,16272.1,35674.42,7221.56,1592.7,1077.82,67350.55,285.45,7
407,21,2024-02-11,50015.9,2185.65,634.63,1717.31,904.77,25875.76,249.35,12
408,27,2024-02-12,35589.6,20687.53,765.03,1699.46,4496.19,69450.3,4.49,8
409,8,2024-02-13,69365.66,40780.38,5379.16,96.68,2403.85,72953.44,75.71,47
410,15,2024-02-14,155585.85,15238.26,6538.25,903.78,3809.41,14734.59,64.62,24
411,21,2024-02-15,32472.72,20194.84,2682.55,28.63,4659.93,85523.85,307.26,23
412,42,2024-02-16,56189.52,40486.35,2968.0,890.82,2843.71,85724.75,296.79,37
413,31,2024-02-17,135062.77,39978.37,7118.85,1171.69,2640.49,67129.39,361.13,47
414,50,2024-02-18,109844.27,15069.19,8751.37,658.19,4384.88,87334.42,238.27,15
415,7,2024-02-19,162078.2,46950.26,7373.43,1366.87,715.51,61243.08,2.6,39
416,34,2024-02-20,31267.41,3041.25,2134.04,1829.49,1806.77,15994.34,390.79,31
417,5,2024-02-21,30317.28,16376.7,5309.39,1448.61,1976.35,60987.17,266.62,37
418,47,2024-02-22,103880.99,1504.53,1897.69,297.55,1646.67,33781.9,362.46,0
419,7,2024-02-23,22032.69,31542.18,7649.4,1729.54,4737.39,38636.04,120.32,24
420,16,2024-02-24,91318.65,25247.35,9552.23,1774.2,194.28,57507.71,325.52,46
421,28,2024-02-25,184709.22,30028.97,5352.74,41.08,1653.34,69188.88,411.98,21
422,26,2024-02-26,169545.65,28607.82,6724.54,1692.43,2200.07,77165.5,402.51,36
423,13,2024-02-27,109711.06,25734.85,989.16,1800.79,454.61,82793.19,134.32,1
424,32,2024-02-28,63205.62,27131.78,8713.61,1685.02,93.61,24974.97,135.3,16
425,17,2024-02-29,133821.05,4717.37,2020.79,330.62,281.63,82386.3,300.48,38
426,29,2024-03-01,191212.43,16449.37,9975.87,824.57,4182.16,3006.88,97.17,19
427,49,2024-03-02,131974.14,34027.97,7165.55,513.9,2009.63,71160.0,245.24,6
428,28,2024-03-03,65089.03,34166.98,5151.39,164.07,1797.17,65808.0,37.06,16
429,50,2024-03-04,57634.49,23823.94,9306.39,887.27,1522.19,95175.5,358.17,26
430,3,2024-03-05,98826.91,19302.49,9362.81,1706.67,2952.1,85374.53,213.34,9
431,50,2024-03-06,96701.21,46005.2,5612.47,974.92,2620.08,39020.15,45.82,41
432,6,2024-03-07,21389.45,44947.66,4315.37,655.63,4578.35,42830.05,122.01,17
433,33,2024-03-08,152557.81,22124.81,6028.36,1933.46,2085.45,52075.95,109.11,3
434,45,2024-03-09,142050.1,35660.51,948.29,1210.28,1686.91,31849.68,426.86,33
435,46,2024-03-10,191439.19,3827.54,4297.14,1674.33,3923.35,58481.29,483.16,15
436,46,2024-03-11,88410.87,31508.12,3649.05,1196.64,865.85,49504.5,434.68,46
437,32,2024-03-12,8914.54,34658.09,5190.37,196.88,3149.8,29385.37,94.62,31
438,11,2024-03-13,27376.09,27438.8,5750.85,790.22,3241.67,35661.08,43.8,33
439,20,2024-03-14,68388.07,15301.02,9274.12,984.43,678.86,96756.03,51.24,32
440,46,2024-03-15,157228.96,21027.47,8110.21,347.58,878.95,35973.75,201.7,43
441,38,2024-03-16,67161.91,14431.9,2398.1,502.26,1043.32,69000.56,52.55,31
442,17,2024-03-17,114287.45,8401.39,4356.89,550.01,2082.43,97449.27,111.81,3
443,45,2024-03-18,131287.99,34468.72,3207.0,1674.13,119.54,32548.04,469.26,34
444,40,2024-03-19,46118.96,37988.17,3747.14,1058.11,3363.44,43895.09,190.24,31
445,7,2024-03-20,138401.22,3216.13,5662.03,980.68,3994.75,70048.41,184.49,11
446,1,2024-03-21,140369.92,47907.22,5637.12,1833.86,4648.24,86882.21,181.22,6
447,3,2024-03-22,14407.12,43404.55,220.12,1013.08,4546.83,68825.45,66.88,30
448,27,2024-03-23,158519.68,47845.96,9212.46,798.54,4861.86,66969.08,137.31,6
449,32,2024-03-24,174999.95,31138.07,5331.62,1035.02,3615.84,9585.19,122.32,49
450,19,2024-03-25,139273.33,35153.43,718.64,1543.35,3196.22,71185.25,105.84,15
451,1,2024-03-26,155995.02,27671.06,7718.98,761.52,4082.59,98959.08,327.88,23
452,1,2024-03-27,162651.75,27778.57,5191.18,311.23,1785.86,17947.14,136.94,27
453,24,2024-03-28,130098.82,11141.74,1082.52,772.27,3444.9,75186.54,215.09,28
454,32,2024-03-29,52729.2,48582.41,4593.55,37.81,3257.63,99009.88,418.17,40
455,15,2024-03-30,63007.25,49542.92,6519.86,738.28,1011.02,20626.33,135.94,49
456,14,2024-03-31,152622.3,8453.59,9197.47,1547.89,861.28,38663.89,258.55,17
457,40,2024-04-01,55577.29,23319.95,6639.15,1417.29,865.46,73115.01,53.73,4
458,3,2024-04-02,13531.3,41546.42,3512.72,1247.73,1853.1,51369.4,476.25,25
459,29,2024-04-03,106053.86,22583.1,1934.43,417.67,1219.16,60646.4,212.3,19
460,18,2024-04-04,141078.71,27079.19,6856.79,491.52,827.81,40509.47,60.84,23
461,36,2024-04-05,158599.4,3330.28,6829.29,205.89,3311.7,8866.46,360.3,17
462,29,2024-04-06,190737.92,27862.23,7006.07,1918.24,2188.36,48165.0,414.47,4
463,10,2024-04-07,59408.62,27201.03,7234.44,287.66,3488.89,24175.78,180.45,5
464,2,2024-04-08,136055.43,4586.91,7086.2,1519.79,1939.55,49137.48,303.89,0
465,21,2024-04-09,6839.9,5813.48,8607.88,1558.77,2722.98,99813.83,275.79,4
466,15,2024-04-10,37573.93,40823.44,3944.62,1576.06,4015.88,90548.18,217.39,5
467,46,2024-04-11,82760.62,8295.4,8848.96,402.59,3701.5,18517.61,204.39,22
468,21,2024-04-12,61017.18,14746.25,5671.55,1410.66,4085.02,21527.67,421.91,26
469,48,2024-04-13,161285.56,23544.88,7253.26,327.48,4946.45,35648.95,134.33,19
470,40,2024-04-14,91101.48,44771.16,8804.39,1490.21,4427.82,84854.17,109.98,25
471,11,2024-04-15,118847.82,25093.26,661.34,1729.69,4855.76,65562.44,344.72,7
472,28,2024-04-16,65113.7,15170.79,2665.93,1581.71,1623.99,57097.71,317.05,47
473,3,2024-04-17,86284.25,15663.79,4768.95,1546.99,2155.56,21262.99,200.25,2
474,21,2024-04-18,47521.87,14381.12,7423.14,1628.99,2999.48,62585.16,315.51,5
475,29,2024-04-19,75378.51,15521.96,3750.4,1905.42,1032.15,21557.51,408.59,1
476,39,2024-04-20,34243.04,7221.89,9152.87,430.43,3080.83,31033.53,291.99,31
477,39,2024-04-21,100318.14,42369.47,6131.0,796.27,2875.08,70800.49,56.13,44
478,32,2024-04-22,16083.41,13385.45,8834.18,1636.01,454.25,45293.0,197.94,48
479,9,2024-04-23,22040.07,48693.59,650.19,1054.69,3780.66,53571.49,478.66,27
480,3,2024-04-24,112897.45,42242.4,8626.99,801.81,962.51,46083.02,195.22,18
481,16,2024-04-25,134046.66,26102.82,937.85,1356.56,2085.21,44651.12,259.16,0
482,13,2024-04-26,195372.7,13165.69,6997.05,670.64,4812.94,47283.35,154.96,6
483,48,2024-04-27,109652.68,24519.39,4196.3,1953.88,2290.87,37446.96,123.82,4
484,40,2024-04-28,151070.57,14409.31,1480.19,156.69,4692.24,45543.15,46.27,9
485,29,2024-04-29,177687.07,38443.27,4717.18,1141.73,388.75,34163.29,290.15,30
486,44,2024-04-30,72282.52,36622.84,4990.13,239.45,3250.12,97941.44,411.79,40
487,2,2024-05-01,183824.43,10021.47,1134.64,61.7,2435.35,10520.31,248.48,22
488,29,2024-05-02,120927.32,28314.19,7226.6,1582.74,2210.18,39249.26,488.58,11
489,43,2024-05-03,103700.07,45043.58,1432.54,1729.64,2532.6,98724.97,120.65,7
490,37,2024-05-04,7585.29,17683.34,7710.45,528.85,3605.09,20982.65,246.85,16
491,36,2024-05-05,129184.37,16504.25,5482.39,808.02,2476.64,29515.19,445.65,16
492,31,2024-05-06,122028.86,26655.51,6731.61,1691.71,4611.72,40340.89,171.44,38
493,15,2024-05-07,68698.19,41578.52,1967.98,1373.55,1049.03,98754.28,103.96,5
494,7,2024-05-08,22209.34,2510.94,8605.79,292.98,4589.11,87454.67,22.51,48
495,18,2024-05-09,27938.0,38409.72,5058.22,241.1,3676.06,18244.78,438.73,26
496,26,2024-05-10,196611.61,32548.66,323.94,1952.05,4588.71,52909.82,49.75,41
497,6,2024-05-11,52763.78,35812.18,1484.14,1259.56,4931.08,18916.73,418.56,17
498,4,2024-05-12,22517.58,16315.18,5126.84,899.3,4123.27,43030.36,444.26,21
499,33,2024-05-13,70767.36,16863.37,2671.85,1737.4,706.63,77037.51,456.45,6
500,38,2024-05-14,87376.97,42897.81,6707.24,1016.35,2835.0,92812.77,24.19,10
501,6,2024-05-15,82945.82,43752.09,8172.68,805.19,4558.31,5348.43,401.08,9
502,17,2024-05-16,90145.41,47708.92,8035.8,709.6,4741.68,36145.38,402.31,43
503,26,2024-05-17,26802.74,8337.18,3496.47,1288.35,4632.02,84064.73,20.52,3
504,48,2024-05-18,166672.24,47970.87,7658.56,1834.2,3946.63,73306.11,497.51,23
505,26,2024-05-19,45192.56,30727.22,9542.39,1930.13,368.19,26035.15,5.55,39
506,31,2024-05-20,153904.03,6318.14,9488.54,90.98,2065.65,90101.53,145.54,8
507,19,2024-05-21,184123.65,15468.57,1667.02,71.75,4356.86,49053.1,373.01,48
508,48,2024-05-22,171407.05,33499.72,7276.12,559.99,4641.75,24270.5,370.51,37
509,23,2024-05-23,58892.49,6882.14,6517.7,719.44,3523.1,20657.83,238.66,23
510,26,2024-05-24,12610.1,31010.11,1148.99,1247.99,2353.33,1749.94,329.17,45
511,29,2024-05-25,71446.35,30941.3,9345.09,1885.12,3937.53,23469.72,170.73,34
512,43,2024-05-26,54325.87,48566.26,203.95,510.47,3781.39,54170.6,285.09,41
513,50,2024-05-27,29848.18,13473.74,7429.84,700.62,3451.66,42110.95,206.59,33
514,41,2024-05-28,65025.64,27084.56,4498.85,546.37,1525.04,13881.23,293.14,0
515,28,2024-05-29,133359.25,44771.18,5781.16,997.22,3095.88,5350.31,94.78,33
516,17,2024-05-30,186577.0,46526.33,6842.9,840.9,2002.93,80533.1,488.18,14
517,25,2024-05-31,160300.6,48167.12,5333.81,1864.79,3768.75,27129.89,367.78,39
518,49,2024-06-01,189032.35,47198.13,2882.79,1797.82,2781.43,29901.71,22.44,43
519,9,2024-06-02,176360.9,33116.58,2132.22,265.82,875.33,61698.42,131.23,46
520,23,2024-06-03,128121.21,39980.01,1537.25,888.65,1532.86,84467.08,369.34,46
521,7,2024-06-04,137962.92,14546.55,2578.96,954.67,1036.56,27516.82,102.92,37
522,37,2024-06-05,117427.92,36884.3,2639.63,1111.94,910.34,97833.93,308.56,20
523,12,2024-06-06,78521.49,26139.82,6315.02,683.79,639.3,8519.62,410.32,25
524,18,2024-06-07,38975.32,8612.66,2809.91,101.11,4862.45,59581.32,356.63,22
525,25,2024-06-08,70681.29,47157.22,262.5,917.28,1241.51,66680.73,199.62,4
526,3,2024-06-09,89242.47,20133.19,9019.06,1858.08,3962.92,97333.91,404.5,32
527,1,2024-06-10,131396.47,20538.3,8455.79,1125.48,1975.06,1731.3,288.07,8
528,12,2024-06-11,45233.09,19030.99,8087.12,216.53,1113.6,49608.31,132.09,45
529,40,2024-06-12,65576.26,46457.93,6753.9,1804.3,3494.37,70891.16,240.32,25
530,36,2024-06-13,156831.93,21112.32,2146.36,1357.01,4523.23,95675.08,338.72,48
531,21,2024-06-14,8769.52,47745.01,2793.19,294.85,2063.45,45043.28,207.51,18
532,40,2024-06-15,114383.96,28441.92,9746.71,527.8,1189.71,33321.18,386.79,2
533,1,2024-06-16,164304.27,36222.49,7228.3,1840.54,1372.69,38167.61,341.33,48
534,22,2024-06-17,32701.92,20362.59,1992.58,1750.68,1860.37,65033.37,469.66,23
535,28,2024-06-18,87104.94,38744.91,1678.45,1055.49,4835.85,7834.89,492.78,17
536,20,2024-06-19,92461.35,11609.0,8195.12,1635.12,3861.49,91707.84,431.4,29
537,29,2024-06-20,135584.68,14882.71,1123.41,909.72,311.74,76647.04,494.41,49
538,18,2024-06-21,74969.51,30698.71,8986.44,547.45,1839.48,13631.61,305.11,3
539,19,2024-06-22,130413.12,16546.66,6585.0,1912.42,4379.5,37848.17,428.71,12
540,17,2024-06-23,8195.09,11029.22,8439.03,869.44,1896.17,25946.37,363.12,9
541,10,2024-06-24,190943.08,47080.69,5179.89,1288.89,1030.74,59916.84,311.75,48
542,27,2024-06-25,58993.23,2418.39,7611.35,562.7,4780.95,66067.22,420.78,4
543,17,2024-06-26,103804.79,4006.45,8109.83,1015.69,3998.39,66483.82,413.87,44
544,7,2024-06-27,144225.25,15798.88,6394.03,1046.45,3336.99,84883.32,271.19,37
545,41,2024-06-28,69784.15,3748.17,4097.12,539.4,3574.45,41561.64,286.74,33
546,42,2024-06-29,160777.45,38309.61,8354.33,793.86,1911.39,12178.29,277.49,5
547,29,2024-06-30,177741.54,32198.66,8749.32,1157.43,2224.9,68914.33,170.54,33
548,14,2024-07-01,118910.2,22209.26,4207.12,1414.89,275.85,30552.37,225.21,21
549,24,2024-07-02,60080.56,30513.6,1598.79,182.96,4467.69,74427.22,396.18,17
550,27,2024-07-03,180019.01,32353.7,7130.55,790.65,2645.71,49111.02,376.82,31
551,39,2024-07-04,158870.42,27278.6,1877.61,1887.67,2225.02,27253.66,465.03,24
552,42,2024-07-05,75674.44,4147.58,212.07,1099.99,132.03,98927.71,293.94,28
553,6,2024-07-06,25545.83,24954.79,170.63,1123.37,1549.02,29258.18,447.16,2
554,11,2024-07-07,127453.05,38342.38,3541.05,446.12,4464.19,30282.69,303.81,23
555,17,2024-07-08,140689.79,34161.32,8234.63,1196.17,1214.69,54028.61,345.54,40
556,17,2024-07-09,38497.96,16805.39,3578.82,742.78,1892.27,28079.04,101.79,17
557,6,2024-07-10,84499.24,40724.16,2055.74,1269.52,3374.16,21149.25,336.93,49
558,34,2024-07-11,41109.95,38084.48,2045.24,634.9,1091.27,75923.55,238.36,6
559,21,2024-07-12,21502.35,18269.71,8353.45,1419.97,3331.77,34543.15,391.06,35
560,10,2024-07-13,49507.74,23541.47,8429.86,373.94,655.8,78118.89,278.1,10
561,10,2024-07-14,56172.43,19644.04,1540.29,16.04,4470.65,43740.35,50.54,24
562,48,2024-07-15,110354.18,17028.11,5510.14,28.03,2007.62,34972.01,459.04,28
563,3,2024-07-16,69390.94,20729.32,2442.27,1138.99,3135.43,66623.94,427.05,7
564,17,2024-07-17,66375.89,20859.3,5533.33,1315.23,4903.34,92676.32,301.28,31
565,39,2024-07-18,157803.92,41308.13,8098.2,960.27,4740.43,94833.7,11.1,1
566,32,2024-07-19,131386.38,8616.05,8493.36,437.4,2973.55,29067.54,300.52,17
567,21,2024-07-20,117422.96,22924.75,7394.8,88.32,2131.16,71046.24,366.81,6
568,27,2024-07-21,123043.67,19886.67,6149.14,640.01,420.58,52200.98,164.43,24
569,31,2024-07-22,129785.05,35196.83,3341.82,829.7,2587.24,61134.98,396.31,11
570,36,2024-07-23,126304.09,32495.79,8624.49,1049.07,1308.17,98358.22,399.92,9
571,27,2024-07-24,68275.66,4299.42,7295.67,56.35,4284.14,23640.04,293.91,1
572,10,2024-07-25,153678.67,19744.83,7223.64,860.89,736.97,88408.08,76.4,5
573,12,2024-07-26,116810.55,1240.38,4875.22,94.76,2485.76,95821.21,464.94,15
574,8,2024-07-27,65543.07,44004.77,746.12,695.36,4546.06,79919.14,245.76,43
575,35,2024-07-28,9385.72,26878.43,3835.67,1466.04,648.74,22219.2,335.09,34
576,23,2024-07-29,85372.7,39035.5,4539.66,662.58,1818.03,22083.24,347.23,34
577,9,2024-07-30,105465.36,4113.58,4531.09,207.32,4862.42,66978.66,9.95,49
578,45,2024-07-31,48670.91,25727.44,4346.24,1937.98,1631.46,8530.76,212.44,2
579,29,2024-08-01,108796.18,9350.72,384.45,711.0,3235.3,51896.87,459.2,4
580,49,2024-08-02,121382.94,25966.65,377.54,979.16,146.14,46134.95,319.25,21
581,25,2024-08-03,58504.86,15946.62,9920.71,205.46,2677.5,49303.77,387.03,41
582,36,2024-08-04,71188.27,23845.19,266.52,554.55,2400.0,8117.6,442.56,7
583,8,2024-08-05,37887.92,9624.65,5650.7,718.76,765.67,11200.39,435.23,27
584,14,2024-08-06,153243.33,19634.07,6391.65,533.52,774.32,66884.22,343.76,9
585,47,2024-08-07,100223.28,5371.9,8371.83,1739.13,647.04,34591.3,65.69,3
586,29,2024-08-08,174899.77,49434.53,7127.71,595.11,668.71,14873.77,482.99,10
587,40,2024-08-09,17756.56,7862.29,5581.76,1538.44,407.92,51921.77,405.21,31
588,37,2024-08-10,47316.31,41529.87,9197.13,1320.51,1947.3,72759.76,278.27,43
589,47,2024-08-11,49704.49,41961.22,9323.5,800.76,3575.53,87791.61,364.76,20
590,13,2024-08-12,110092.44,25436.41,3432.63,237.4,716.53,44381.43,409.84,42
591,44,2024-08-13,102562.04,38107.8,151.06,510.34,2002.05,67177.2,132.9,23
592,42,2024-08-14,70664.87,29822.52,5468.48,860.17,4063.34,44586.58,219.1,28
593,49,2024-08-15,155304.22,32988.11,9270.77,767.64,1757.88,31425.26,360.7,30
594,37,2024-08-16,69912.67,25885.0,2313.76,1365.88,4986.01,53728.16,487.78,30
595,15,2024-08-17,196386.96,23046.79,792.66,127.71,4886.89,90357.22,324.66,36
596,3,2024-08-18,98442.33,39916.93,356.43,555.93,2886.38,48138.96,176.26,44
597,5,2024-08-19,5839.87,10491.5,836.74,142.78,4523.68,46652.28,423.21,31
598,2,2024-08-20,17137.75,42073.96,644.15,1509.17,2898.93,28743.74,7.71,16
599,34,2024-08-21,162802.44,40377.37,6860.82,1801.11,3740.36,65488.39,96.64,15
600,18,2024-08-22,58697.12,29220.61,6327.3,114.27,3442.96,21298.07,420.89,13
601,16,2024-08-23,133007.36,34327.14,6475.0,1690.26,2215.91,69644.02,269.35,6
